file{ path = "languages/en", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "languages/en/text", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "languages/en/text/dialogs.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "languages/en/text/strings.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "logos", author = "Alex Gleason; theArtofSilent", license = "CC-BY-SA-4.0" }
file{ path = "logos/icon_128.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "logos/icon_16.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "logos/icon_32.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "logos/icon_64.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "logos/logo.png", author = "Alex Gleason; theArtofSilent", license = "CC-BY-SA-4.0" }
file{ path = "logos/logo_2x.png", author = "Alex Gleason; theArtofSilent", license = "CC-BY-SA-4.0" }
file{ path = "main.lua", author = "Alex Gleason; Chrispopho", license = "GPL-3.0-or-later" }
file{ path = "maps", author = "Alex Gleason; Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/0000.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/0000.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage", author = "Alex Gleason", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs2.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs2.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_dungeon.dat", author = "Alex Gleason; Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/1.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/1.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/2.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/2.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/3.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/3.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/4.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/4.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/5.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/5.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/6.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/6.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/catacombs_maze/7.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/catacombs_maze/7.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/cave_after_evolv.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/cave_after_evolv.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/excavation.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/excavation.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/final_map.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/final_map.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/gandhi.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/gandhi.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/greybeard_intro.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/greybeard_intro.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/log_puzzles/map1.dat", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/log_puzzles/map1.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/log_puzzles/map2.dat", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/log_puzzles/map2.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/mirror_room.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/mirror_room.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/new_stick.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/new_stick.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/pool.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/pool.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/red_light.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/red_light.lua", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_stage/underground_river.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_stage/underground_river.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_test/adaptative_outline.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/adaptative_outline.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/bigmap.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/bigmap.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/catacombs", author = "Siltocyn; Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/catacombs/catacombs_demo.dat", author = "Siltocyn; Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/catacombs/catacombs_demo.lua", author = "Siltocyn; Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/coco.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/coco.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/coco_npc_follower.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/coco_npc_follower.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/dialog_box.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/dialog_box.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/flag.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/flag.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/gears.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/gears.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/item_star.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/item_star.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/masks.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/masks.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/theater2.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/theater2.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/volcano.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/volcano.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_test/wood_log.dat", author = "Daniel Molina; Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_test/wood_log.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused", author = "Alex Gleason; Mary Kate Fain", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_unused/caves", author = "Alex Gleason", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_unused/caves/cave.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/caves/cave.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/caves/dungeon_path.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/caves/dungeon_path.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/forest", author = "Alex Gleason", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_unused/forest/forest.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/forest/forest.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/forest/tree.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/forest/tree.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/orange_peel.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/orange_peel.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/water_dungeon", author = "Mary Kate Fain", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/1.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/1.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/water_dungeon/2.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/2.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/water_dungeon/3.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/3.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/water_dungeon/courtyard.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/courtyard.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/water_dungeon/hallway.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/water_dungeon/hallway.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/_unused/woods.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/_unused/woods.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach", author = "Alex Gleason", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/beach/bar.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/bar.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/cave1.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/cave1.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/dungeon1.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/dungeon1.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/extra_house.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/extra_house.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/pig_houses/1.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/pig_houses/1.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/pig_houses/2.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/pig_houses/2.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/plant_shop.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/plant_shop.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/beach/teepee.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/beach/teepee.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/castle", author = "Alex Gleason; Mary Kate Fain", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/castle/entrance.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/castle/entrance.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/castle/final.dat", author = "Mary Kate Fain", license = "CC-BY-SA-4.0" }
file{ path = "maps/castle/final.lua", author = "Mary Kate Fain", license = "GPL-3.0-or-later" }
file{ path = "maps/castle/hospital.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/castle/hospital.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/castle/rebel_house.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/castle/rebel_house.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/debug.dat", author = "Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/debug.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/highlands/theater.dat", author = "Alex Gleason; Daniel Molina", license = "CC-BY-SA-4.0" }
file{ path = "maps/highlands/theater.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "maps/overworld.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/overworld.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/woods", author = "Alex Gleason", license = "GPL-3.0-or-later; CC-BY-SA-4.0" }
file{ path = "maps/woods/claudias_house.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/woods/claudias_house.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/woods/hideout.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/woods/hideout.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/woods/house.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/woods/house.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "maps/woods/witch_hut.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "maps/woods/witch_hut.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "musics", author = "Various Artists", license = "CC-BY-SA-4.0; CC-BY-4.0; CC-BY-3.0" }
file{ path = "musics/adam", author = "Adam Kol", license = "CC-BY-SA-4.0" }
file{ path = "musics/adam/melody-1.ogg", author = "Adam Kol", license = "CC-BY-SA-4.0" }
file{ path = "musics/alex", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "musics/alex/cave.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "musics/alex/desert-military-base.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "musics/alex/desert.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "musics/alex/rush.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "musics/avgvst", author = "Avgvst", license = "CC-BY-3.0" }
file{ path = "musics/avgvst/09 - Z 339 - Here the Deities approve.ogg", author = "Avgvst", license = "CC-BY-3.0" }
file{ path = "musics/cosmicgem829", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/bar.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/cave.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/greybeard.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/intro.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/overworld.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/rebels.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/sad.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/shop.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/teepee.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/title.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/cosmicgem829/witch-hut.ogg", author = "cosmicgem829", license = "CC-BY-SA-4.0" }
file{ path = "musics/serviceshock", author = "serviceshock", license = "CC-BY-SA-4.0" }
file{ path = "musics/serviceshock/swamp.ogg", author = "serviceshock", license = "CC-BY-SA-4.0" }
file{ path = "scripts", author = "Alex Gleason; Daniel Molina; Christopho; std::gregwar; llamazing; Maxs", license = "GPL-3.0-or-later" }
file{ path = "scripts/coroutine_helper.lua", author = "std::gregwar", license = "GPL-3.0-or-later" }
file{ path = "scripts/features.lua", author = "Christopho; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/game_manager.lua", author = "Christopho; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/initial_game.lua", author = "Christopho; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/language_manager.lua", author = "Christopho", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus", author = "Alex Gleason; Daniel Molina; Christopho; Maxs", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/confetti.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/darkness.lua", author = "Daniel Molina; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/dialog_box.lua", author = "Christopho; llamazing; Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/end_card.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/end_credits.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/hud.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes/capn.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes/hmm.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes/letter.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes/ok.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/intro_scenes/shipwreck.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/inventory.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/night.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/outro.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/outro_scenes", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/outro_scenes/fist.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/outro_scenes/sailing.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/outro_scenes/sunrise.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/picker.lua", author = "Alex Gleason; Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/save_feedback.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/solarus_logo.lua", author = "Maxs; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/stamina_gauge.lua", author = "Daniel Molina", license = "GPL-3.0-or-later" }
file{ path = "scripts/menus/title_screen.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta", author = "Christopho; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/all.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/block.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/camera.lua", author = "Daniel Molina; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/game.lua", author = "Alex Gleason; llamazing", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/hero.lua", author = "Christopho; Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/item.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/map.lua", author = "Alex Gleason; llamazing", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/npc.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/meta/switch.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/multi_events.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/tile_puzzle.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "scripts/utils.lua", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "shaders", author = "Alex Gleason", license = "GPL-3.0-or-later" }
file{ path = "sounds", author = "Diarandor; Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sounds/diarandor", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/diarandor/solarus_logo.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/door_open.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/message_end.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/message_letter.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/switch.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/sword1.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/sword2.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/sword3.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/sword4.ogg", author = "Diarandor", license = "CC-BY-SA-4.0" }
file{ path = "sounds/treasure.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sounds/vacuum_1.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sounds/vacuum_2.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sounds/vacuum_3.ogg", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites", author = "Various Artists", license = "CC-BY-SA-4.0; CC-BY-4.0; CC0" }
file{ path = "sprites/animals", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/beaver.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/beaver.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/chicken.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/chicken.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/chimp.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/cow.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/cow.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/flamingo.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/flamingo.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/fox.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/fox.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/lion.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/lion.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/mosquito.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/mosquito.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/pig.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/pig.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/primates.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sea_turtle.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sea_turtle.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_bartender.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_scientist.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_trash1.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_trash2.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_trash3.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagull_trash4.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/seagulls.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sheep.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sheep.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sheep_wolf.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/sheep_wolf.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/squirrel.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/squirrel.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/wolf.dat", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/animals/wolf.png", author = "Alex Gleason", license = "CC-BY-SA-4.0" }
file{ path = "sprites/darkness", author = "Alex Gleason; Siltocyn; DragonDePlatino", license = "CC-BY-SA-4.0" }
